id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
12336,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.4,0.2,0.7254309064,11,1,1,0,1,11,1,1,2,1,11,2,0.316227766,0.6732798713,0.30331501780000003,3.3166247904,0.2,0.0,0.8,1,1,8,3,11,2,5,5,0,4,5,0,0,1,0,1,1
12338,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0.5,0.2,0.5080600358,7,1,-1,0,-1,0,1,1,0,1,32,3,0.316227766,0.6093961243,0.3615245497,2.8284271247,0.1,0.4,0.0,2,3,9,3,6,1,6,2,2,3,10,1,0,0,1,0,0
12339,0,2,1,7,0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0.4,0.0,0.9290452088,11,0,0,9,1,13,1,1,2,1,104,3,0.4898979486,0.7663372151000001,0.4031128874,2.4494897428,0.1,0.6,0.2,2,2,6,1,9,4,8,9,1,0,7,0,0,0,0,1,0
12344,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.1,-1.0,7,1,0,0,0,1,1,1,2,1,85,3,0.3741657387,0.7083475123999999,0.3435112807,2.6457513111,0.6,0.5,0.2,5,1,10,5,10,2,18,3,0,2,4,0,0,0,0,1,0
12346,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,1.6,1.1238883396,11,1,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,0.9658957218,0.4,3.1622776602,0.1,0.5,0.3,2,2,8,3,11,1,11,8,2,4,9,0,1,1,0,1,0
12349,0,1,2,8,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.1,0.1,-1.0,10,1,-1,0,1,0,1,1,0,1,32,1,0.3160696126,0.5328273254,0.366469644,2.0,0.5,0.5,0.8,4,1,6,2,8,4,11,2,0,5,4,0,0,1,1,1,0
12352,0,2,2,8,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.9,0.3,0.7361215931999999,7,1,-1,0,-1,6,1,1,2,1,26,3,0.3983716857,0.5457574916,0.3940812099,1.7320508076,0.7,0.2,0.1,3,3,8,4,11,2,6,0,2,3,15,0,1,0,1,0,0
12354,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1.1,1.4703315953,6,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.6595609609,0.3615245497,3.0,0.0,0.9,0.9,4,1,6,5,10,1,9,5,4,5,10,0,1,0,0,0,0
12357,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.3,0.0,-1.0,10,1,-1,0,0,1,1,1,0,1,52,1,0.3741657387,0.7585735853,0.3598610843,3.3166247904,0.6,0.1,0.6,2,1,6,3,8,3,9,7,1,4,6,0,1,1,0,1,0
12359,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.3,0.0,0.7327175445,7,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.559903327,0.3619392214,2.4494897428,0.8,0.4,0.7,0,5,7,0,9,2,11,5,1,1,8,0,0,1,0,0,0
12364,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,1.2,1.2188621743,11,0,1,0,0,15,0,1,1,1,5,2,0.4472135955,1.1766495367,0.32557641190000003,3.7416573868,0.7,0.8,0.4,1,0,9,7,9,2,7,7,1,3,10,0,1,0,0,1,0
12367,0,0,2,1,0,-1,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.5,1.0096410253,10,1,0,0,1,11,-1,1,2,1,44,1,0.423792402,0.5746899991,-1.0,1.0,0.2,0.2,0.6,3,0,9,1,10,2,10,5,1,4,9,0,1,0,0,1,0
12369,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.8,0.2,0.5442885264,11,1,-1,0,-1,11,1,1,2,1,99,2,0.3155946768,0.4901930805,0.3734969879,0.0,0.4,0.1,0.4,2,3,8,2,10,3,15,4,3,3,8,0,0,0,0,0,0
12371,0,0,2,6,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.1,0.2,-1.0,11,0,1,0,1,0,1,0,2,1,78,3,0.4,0.8504131226999999,0.3287856445,3.7416573868,0.9,0.9,0.2,1,1,6,5,12,2,5,4,3,0,6,0,1,1,0,1,0
12373,0,1,1,5,1,6,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.7,0.9100137362,7,1,-1,0,-1,6,0,1,0,1,27,3,0.3741657387,0.7817124664,0.3907684737,3.6055512755,0.3,0.3,0.8,1,1,10,3,10,1,6,6,0,4,3,0,1,0,0,0,0
12375,1,2,1,6,1,6,0,0,1,0,0,0,0,0,0,6,1,0,0,0.2,0.3,-1.0,4,0,-1,0,0,15,1,1,0,1,5,2,0.4242640687,0.5935604852,0.3958535083,1.0,0.6,0.1,0.1,4,4,8,4,10,2,10,8,2,0,6,0,1,1,0,0,0
12376,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.678693598,7,1,-1,0,-1,4,1,1,2,1,48,3,0.316227766,0.6498569455,0.3748332963,3.3166247904,0.3,0.1,0.2,4,1,6,2,5,2,11,5,2,3,3,1,0,0,0,0,0
12377,0,5,1,9,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.8,1.3,1.6501893831,11,0,1,1,1,9,1,1,2,1,104,2,0.5744562647,1.1180986665,0.4057092555,3.3166247904,0.1,0.1,0.9,3,3,7,4,10,1,6,5,2,1,8,0,1,1,0,0,0
12382,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0.7,0.1,0.4636809248,11,1,0,0,0,1,1,1,1,1,38,3,0.316227766,0.7054539597,0.299165506,3.3166247904,0.7,0.7,0.3,1,3,9,2,9,5,5,8,2,5,9,1,1,0,0,1,0
12388,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.5,0.2,0.7615773106,7,1,1,0,0,11,1,1,2,1,103,1,0.316227766,0.5847405302,0.2887905816,2.8284271247,0.4,0.1,0.8,1,1,9,5,8,4,9,5,0,4,9,0,1,1,1,0,0
12392,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.8,0.7437237390000001,11,1,1,0,1,7,1,1,2,1,79,3,0.3872983346,0.9078969432,0.333166625,3.6055512755,0.1,0.9,0.8,3,3,7,2,10,2,4,5,2,4,11,0,1,0,1,0,1
12397,0,4,1,11,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.6,0.4,0.9243240774,10,1,-1,0,1,14,1,1,0,1,60,1,0.316227766,0.6408607332,0.34727510710000004,3.3166247904,0.1,0.5,0.1,0,1,7,3,10,3,7,4,0,4,6,0,1,0,0,1,1
12399,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.9,0.5,0.8459462158,11,1,1,0,1,0,1,0,2,1,54,3,0.4,1.0087632556,0.32,3.6055512755,0.2,0.8,0.8,0,1,9,4,8,5,14,7,1,1,4,0,1,1,0,1,1
12401,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0.7,0.4,0.8714212529,6,1,-1,0,0,11,1,1,0,1,16,3,0.3741657387,0.690998798,0.3887158345,3.0,0.5,0.1,0.0,1,3,7,1,8,2,9,8,0,5,5,0,0,1,1,0,0
12408,0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,0.5,0.7322909258,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.6935371667,0.3615245497,3.3166247904,0.6,0.9,0.0,2,1,9,0,7,1,6,6,0,2,6,0,0,0,1,0,0
12409,0,2,1,8,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.5,0.3,1.0488088482,7,1,-1,0,-1,11,1,1,2,1,19,3,0.316227766,0.5938388907,0.3840572874,2.2360679775,0.3,0.7,0.4,3,0,7,5,12,3,11,6,2,0,12,0,0,1,0,0,0
12413,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.2,0.2,-1.0,5,1,-1,0,-1,1,0,1,2,1,65,3,0.316227766,0.6416823189,0.3521363372,3.3166247904,0.4,0.6,0.1,4,1,8,7,9,3,7,5,2,1,8,0,1,1,0,0,0
12414,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.3,0.7770135134,7,0,0,0,1,11,1,1,2,1,7,3,0.4242640687,0.8668004240999999,0.3542597917,3.3166247904,0.0,0.0,0.8,0,2,7,4,9,4,10,4,1,1,9,0,1,1,0,0,0
12419,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.5,0.8696263565000001,7,1,-1,0,-1,14,1,1,0,1,104,1,0.3160696126,0.5239511365,0.3556683849,2.2360679775,0.6,0.4,0.5,2,3,10,1,11,2,14,8,0,2,9,0,0,1,1,0,0
12421,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.2,0.638846617,8,1,-1,0,0,1,1,1,0,1,64,1,0.316227766,0.6388102319,0.3619392214,3.0,0.8,0.4,0.2,2,4,6,3,11,2,8,7,1,4,6,0,0,0,1,1,0
12422,0,4,2,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.5,0.2,0.6882949948999999,7,1,-1,0,-1,1,1,1,0,1,85,3,0.3741657387,0.7752232416,0.3974921383,3.1622776602,0.9,0.1,0.5,3,0,6,3,10,0,4,13,2,2,10,0,0,0,0,1,0
12425,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0.3,0.0,0.7331439149,7,0,-1,0,-1,11,1,1,2,1,104,3,0.4472135955,0.901995034,0.4272001873,3.1622776602,0.3,0.4,0.4,0,2,8,3,11,1,5,6,1,3,9,0,1,1,0,1,0
12432,0,5,1,7,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.8,1.2,1.5656468312,9,1,-1,0,-1,14,0,0,2,1,60,1,0.316227766,0.7069898943999999,0.34727510710000004,3.6055512755,0.1,0.6,0.4,2,1,9,4,10,2,8,6,2,4,9,0,1,1,0,0,1
12433,0,2,1,6,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.9,0.4,1.0170422803,5,1,1,0,1,4,1,1,2,1,48,3,0.316227766,0.6456145768,0.3201562119,3.1622776602,0.3,0.5,0.9,3,2,7,2,12,3,7,6,2,4,12,0,1,1,0,0,1
12434,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.4,0.6,1.034105894,7,1,0,0,0,1,1,1,2,1,38,3,0.316227766,0.6923430096,0.299165506,3.3166247904,0.0,0.9,0.3,4,3,9,3,8,5,8,5,2,3,5,0,1,1,1,1,0
12436,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.2,0.6977642868,11,0,-1,0,-1,14,1,0,0,1,8,3,0.4,1.0168924466,0.3952214569,3.7416573868,0.1,0.6,0.7,2,3,9,4,10,3,6,10,5,3,6,0,1,0,0,1,0
12438,0,4,1,7,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.7,1.0,1.0781929326000002,7,1,1,8,1,11,1,1,0,1,71,2,0.4898979486,1.1807512667,0.4125530269,3.6055512755,0.0,0.0,0.7,1,2,7,4,10,3,12,4,1,1,9,0,1,1,0,1,0
12440,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.9,0.3,0.8587782019,11,1,0,0,0,0,-1,1,-1,1,88,3,0.4,0.7524340667,0.3289376841,3.0,0.4,0.0,0.0,1,1,5,5,8,4,12,7,2,3,6,0,0,1,0,0,0
12441,0,3,1,7,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.8,0.2,0.6633249581,11,1,-1,0,-1,0,1,1,0,1,32,3,0.316227766,0.6517300562,0.3615245497,3.0,0.1,0.6,0.1,1,2,8,5,10,2,6,5,1,0,9,0,0,0,0,0,0
12442,0,5,3,7,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.9,0.2,0.6595452978999999,7,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.5379214665,0.3646916506,1.4142135624,0.3,0.0,0.8,3,3,7,4,6,0,8,4,0,2,6,0,1,0,0,0,0
12444,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.3,0.6538348414999999,7,1,0,0,0,1,1,1,2,1,64,3,0.316227766,0.6083781447,0.3016620626,2.8284271247,0.0,0.2,0.6,4,4,6,5,7,2,5,5,1,2,6,0,0,1,0,0,0
12451,0,1,1,6,1,6,1,0,0,0,0,0,0,0,0,12,1,0,0,0.3,0.0,-1.0,11,1,1,0,1,11,1,1,2,1,103,1,0.316227766,0.6471807902000001,0.2887905816,3.4641016151,0.5,0.1,0.5,1,1,10,4,9,3,12,7,2,4,8,0,0,1,0,1,0
12452,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.8,1.2,1.389694211,11,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.7112147679999999,0.3667424164,3.3166247904,0.2,0.2,0.2,0,0,8,3,11,1,9,2,3,4,6,1,1,1,0,1,1
12453,0,5,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.6,0.6339361167,11,0,0,0,1,0,1,1,2,1,104,3,0.4,0.958487531,0.3309078422,3.4641016151,0.9,0.4,0.1,0,1,7,5,8,4,9,2,2,3,12,0,0,1,0,0,0
12456,0,7,1,3,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0.9,1.3,1.559647396,11,0,1,1,1,2,-1,0,2,1,104,2,0.4472135955,1.6505070596,0.3674234614,3.6055512755,0.9,0.6,0.6,4,1,7,2,8,1,7,5,1,1,2,0,1,1,0,1,1
12460,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.3,0.2,-1.0,7,1,-1,0,-1,0,1,1,2,1,22,3,0.316227766,0.8084305272,0.374566416,3.6055512755,0.4,0.4,0.8,2,2,8,3,6,5,10,9,1,5,4,1,0,1,0,0,1
12462,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.4,0.7433034373999999,10,1,-1,0,1,1,1,1,0,1,10,2,0.316227766,0.5395130954999999,0.3185906464,2.0,0.6,0.2,0.9,0,0,8,4,11,1,10,6,0,3,4,0,0,0,0,0,0
12471,0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,0.3,0.8470537173,11,1,1,1,0,3,1,0,1,1,102,2,0.4,0.9972348132,0.3269556545,3.6055512755,0.1,0.2,0.7,3,2,8,3,9,1,3,6,1,2,7,0,1,0,0,0,0
12472,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.0,0.0,-1.0,10,1,-1,0,0,7,0,1,0,1,96,3,0.4,0.6528703311999999,0.4272001873,2.2360679775,0.8,0.0,0.5,2,4,7,2,6,3,6,7,3,3,9,0,1,0,0,0,0
12473,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.9158329542,10,0,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,0.9854205798,0.4,3.1622776602,0.4,0.0,0.4,4,2,9,2,11,5,7,2,2,2,6,0,0,1,1,1,0
12475,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.8,0.3,0.6986594306,11,1,-1,0,-1,1,1,1,2,1,64,1,0.316227766,0.6248801538000001,0.3619392214,3.1622776602,0.3,0.4,0.8,2,1,6,4,9,3,8,4,2,1,6,0,1,1,0,0,0
12477,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.2,0.3,-1.0,6,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.7416894942,0.3615245497,3.6055512755,0.1,0.9,0.8,2,1,7,3,8,4,6,7,4,3,5,1,1,0,1,1,1
12479,0,0,1,5,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.0,0.5074445783,11,1,-1,0,-1,11,1,1,0,1,44,3,0.4472135955,0.7429002803,0.4062019202,3.0,0.3,0.1,0.5,3,2,8,5,9,2,9,5,1,4,3,0,0,0,1,0,0
12482,0,5,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.4,0.4,1.0145811944,6,1,-1,0,1,11,1,1,0,1,19,3,0.316227766,0.6447499354999999,0.3887158345,2.8284271247,0.7,0.8,0.8,2,2,9,4,10,1,9,5,0,3,3,0,1,0,0,1,0
12483,0,5,1,6,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.8,0.4,0.7673004627,7,1,-1,0,-1,1,1,1,2,1,70,3,0.3741657387,0.7744899681,0.3937003937,3.1622776602,0.5,0.1,0.7,4,2,9,4,8,4,15,4,2,6,11,0,0,0,0,1,0
12484,0,4,3,7,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.9,0.5,0.8381527307,7,1,-1,0,-1,1,1,1,2,1,64,1,0.316227766,0.6553798344,0.3619392214,3.1622776602,0.9,0.6,0.0,1,2,6,5,8,4,6,4,2,1,7,0,1,1,0,0,0
12487,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0.2,0.2,-1.0,8,1,-1,8,1,3,1,0,0,1,104,2,0.5,1.4092741816,0.5394441584,3.6055512755,0.2,0.8,0.7,4,2,5,4,9,2,7,7,1,3,9,0,0,0,1,0,0
12495,0,5,1,8,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.1,0.5196152423,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.7163094119,0.3685105155,3.4641016151,0.6,0.6,0.7,3,3,9,5,8,2,11,4,2,2,13,0,0,1,0,1,0
12498,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.9,0.983298022,7,1,-1,0,-1,1,1,0,2,1,70,3,0.4,0.9424120627,0.3962322551,3.6055512755,0.7,0.8,0.5,3,2,7,5,8,1,10,8,1,1,5,0,0,1,0,0,0
12499,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.4,0.0,0.8699856320999999,11,1,-1,0,-1,6,1,1,2,1,104,3,0.4472135955,0.988645977,-1.0,3.6055512755,0.8,0.2,0.1,0,2,5,4,8,2,10,2,0,2,7,0,1,0,0,0,0
12504,0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.6,0.2,0.5645794895,3,1,-1,0,-1,0,1,1,2,1,39,3,0.3160696126,0.6800127612000001,0.3744329045000001,3.0,0.1,0.7,0.2,2,3,6,4,10,3,11,8,2,2,4,0,0,1,0,1,0
12508,0,5,1,8,1,4,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,0.2,1.1960873714,11,0,1,9,1,17,-1,0,2,1,104,3,0.608276253,1.5339343354,0.432087954,3.4641016151,0.8,0.5,0.3,3,1,7,4,9,1,6,5,1,2,8,0,0,1,1,1,0
12512,0,0,2,0,1,-1,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.7411983540000001,7,1,1,0,0,0,-1,0,2,1,87,3,0.316227766,0.8071606188,0.2944486373,3.7416573868,0.7,0.6,0.4,2,1,7,2,9,6,11,4,1,3,10,0,1,1,1,0,0
12515,0,1,4,8,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.3,0.1,-1.0,11,0,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7714963457999999,0.3615245497,3.6055512755,0.0,0.7,0.6,1,3,10,2,10,3,9,4,1,2,13,0,1,0,1,0,0
12520,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0.0,0.5080600358,7,1,1,0,0,11,1,0,2,1,11,2,0.316227766,0.789130707,0.30331501780000003,3.6055512755,0.0,0.8,0.9,3,2,8,3,9,4,10,10,0,3,11,0,0,1,0,0,0
12521,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.6,1.1863810518,11,1,1,0,1,11,1,1,2,1,44,3,0.4472135955,0.8123784079,0.33911649920000003,3.3166247904,0.8,0.5,0.7,2,3,5,2,11,1,7,4,2,6,6,0,1,1,0,1,0
12524,0,5,1,8,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.7,0.9,1.0105691466,11,1,1,0,1,1,1,1,2,1,85,3,0.3741657387,0.6789789369,0.3435112807,2.4494897428,0.0,0.4,0.9,2,0,9,3,9,3,10,3,3,0,8,0,1,0,0,1,0
12527,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.7,1.0,1.5520148195,7,1,0,0,1,14,1,1,2,1,104,1,0.3160696126,0.556052349,0.30331501780000003,2.6457513111,0.1,0.5,0.8,1,1,9,4,8,2,6,4,0,6,6,1,0,1,1,1,0
12531,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.0,0.5396758286,11,1,-1,0,-1,11,1,1,1,1,101,3,0.3741657387,0.7679935218,0.3850973903,3.1622776602,0.6,0.4,0.2,3,4,10,4,10,2,6,4,2,0,7,0,0,1,0,0,0
12536,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.3,0.0,0.6229967896999999,5,1,0,0,1,6,1,1,3,1,104,3,0.4,0.6876267726999999,0.3388214869,2.8284271247,0.7,0.5,0.8,4,2,9,2,9,2,10,4,1,2,5,0,1,0,1,0,0
12537,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,1.5,1.6303757236,11,1,1,0,1,1,1,0,2,1,25,3,0.3741657387,0.8791007801999999,-1.0,3.6055512755,0.6,0.5,0.6,2,1,8,4,6,5,12,7,1,2,8,0,1,1,0,0,0
12538,0,7,3,7,1,6,0,0,1,0,0,0,0,0,0,5,1,0,0,0.3,0.0,-1.0,6,1,-1,0,1,1,1,1,0,1,64,3,0.3152776554,0.4382770549,0.3612478374,0.0,0.7,0.7,0.9,2,1,6,2,8,1,7,5,0,4,8,0,0,0,0,1,0
12543,0,1,1,5,0,2,0,0,1,0,0,0,0,0,0,5,0,1,0,0.8,1.0,1.8352452152,11,0,1,9,1,9,1,1,2,1,104,3,0.4472135955,1.3059147075,0.3969886648,3.4641016151,0.4,0.5,0.3,3,1,8,4,8,3,10,6,1,4,4,0,1,0,0,0,0
12544,0,5,1,9,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.5,0.865303415,11,1,1,0,1,11,1,1,3,1,57,2,0.3741657387,0.7268180397,0.3286335345,3.3166247904,0.3,0.3,0.3,3,3,8,2,10,3,9,10,0,3,3,0,1,1,1,1,1
12545,1,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,0.2,0.7373940602,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.7865606690000001,0.3708099244,3.3166247904,0.5,0.2,0.9,3,1,8,3,9,3,10,2,2,1,7,0,1,0,0,0,0
12548,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.1,0.2,-1.0,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.6988331479000001,0.3615245497,3.1622776602,0.5,0.5,0.7,3,2,7,7,10,3,11,8,0,7,6,0,1,0,0,0,0
12550,0,2,2,6,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.5,0.2,0.5396758286,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.6720051407,0.3583294573,3.3166247904,0.9,0.8,0.0,2,1,8,4,9,2,14,3,0,2,9,0,0,1,0,0,0
12551,0,0,1,7,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0.3,0.4,-1.0,11,0,0,1,1,17,1,1,2,1,104,2,0.4220189569,0.9259794903,-1.0,2.2360679775,0.5,0.6,0.8,1,4,6,0,10,2,11,6,1,2,14,0,1,0,0,0,0
12552,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.4,0.2,0.6708203932,7,1,-1,0,-1,4,1,1,0,1,48,3,0.3160696126,0.5465708275,0.3794733192,2.0,0.4,0.7,0.5,3,1,8,3,10,2,5,3,2,4,10,0,0,1,0,0,0
12557,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0.9,0.1,0.4730221982,7,1,-1,0,-1,0,1,1,2,1,39,3,0.316227766,0.7010470328,0.3794733192,3.0,0.9,0.4,0.8,3,4,8,7,7,1,10,6,3,2,5,0,1,0,1,0,0
12559,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.3,0.3,-1.0,5,1,1,0,0,1,1,1,0,1,65,3,0.316227766,0.6763416419,0.2898275349,3.4641016151,0.2,0.5,0.8,3,2,7,2,6,3,9,4,1,5,8,1,0,0,0,0,0
12560,0,3,2,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.5,0.9307255234,7,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.7149524633,0.3887158345,3.3166247904,0.7,0.3,0.6,2,2,10,4,7,4,12,8,0,3,7,0,1,1,0,0,1
12562,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.3,0.1,0.4596194078,7,1,-1,0,-1,4,1,0,2,1,84,3,0.316227766,0.8386456023000001,0.3667424164,3.7416573868,0.1,0.2,0.8,1,3,9,2,10,2,6,3,2,2,3,0,1,0,0,0,1
12563,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,0.5,1.0310795314,10,0,-1,0,0,10,1,1,0,1,89,2,0.3872983346,0.8786023838,0.4086563348,3.1622776602,0.2,0.3,0.0,3,1,8,4,7,4,9,9,2,2,9,0,1,1,0,0,0
12564,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.3,0.8066132901999999,7,1,0,0,0,14,1,1,2,1,49,3,0.4,0.6040838976,-1.0,2.2360679775,0.5,0.3,0.3,2,3,8,3,8,4,8,7,2,3,2,0,1,0,0,0,1
12565,0,0,2,3,1,4,0,0,0,1,0,0,0,0,0,11,0,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,1,1,0,0,1,64,3,0.316227766,0.7463270947,0.3619392214,3.7416573868,0.5,0.9,0.9,1,2,5,4,9,1,8,4,1,4,7,0,1,1,0,1,0
12570,0,5,1,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.3,0.3,-1.0,7,1,0,0,0,0,1,1,2,1,104,2,0.4220189569,0.5651007370000001,-1.0,1.7320508076,0.1,0.3,0.0,4,4,6,3,10,1,6,3,1,3,13,0,0,1,0,0,0
